subjID,SPM_image,SPM_file_t,SPM_file_c,FS_image,FS_file_lh,FS_file_rh,LH_SN_spcorr,RH_SN_spcorr,LH_SN_volume,RH_SN_volume,LH_SN_ES,RH_SN_ES,Lateralization_volume,Lateralization_ES,Lateralization
sub1,SPM_images/sub1.png,SPM_files/sub1_spmT.nii,SPM_files/sub1_con.nii,FS_images/sub1.png,FS_files/sub1/lh_sig.nii.gz,FS_files/sub1/rh_sig.nii.gz,0.9228185,0.6326375,1897,473,1.053339833,0.3054505,0.600843882,0.747889333,left-lat
sub2,SPM_images/sub2.png,SPM_files/sub2_spmT.nii,SPM_files/sub2_con.nii,FS_images/sub2.png,FS_files/sub2/lh_sig.nii.gz,FS_files/sub2/rh_sig.nii.gz,0.7148015,-0.029296,1500,134,0.769571833,0.11635,0.835985312,0.653221833,left-lat
sub3,SPM_images/sub3.png,SPM_files/sub3_spmT.nii,SPM_files/sub3_con.nii,FS_images/sub3.png,FS_files/sub3/lh_sig.nii.gz,FS_files/sub3/rh_sig.nii.gz,0.424333167,0.043786833,1209,329,0.523094,0.114882,0.572171651,0.408212,left-lat
sub4,SPM_images/sub4.png,SPM_files/sub4_spmT.nii,SPM_files/sub4_con.nii,FS_images/sub4.png,FS_files/sub4/lh_sig.nii.gz,FS_files/sub4/rh_sig.nii.gz,1.232937167,0.928865833,2748,2560,1.650702667,1.040484333,0.035418237,0.610218333,left-lat
sub5,SPM_images/sub5.png,SPM_files/sub5_spmT.nii,SPM_files/sub5_con.nii,FS_images/sub5.png,FS_files/sub5/lh_sig.nii.gz,FS_files/sub5/rh_sig.nii.gz,0.889079667,0.416238667,2209,1232,1.251358667,0.532284167,0.28392909,0.7190745,left-lat
sub6,SPM_images/sub6.png,SPM_files/sub6_spmT.nii,SPM_files/sub6_con.nii,FS_images/sub6.png,FS_files/sub6/lh_sig.nii.gz,FS_files/sub6/rh_sig.nii.gz,0.794985833,0.2082575,2903,612,1.237171833,0.360504,0.651778094,0.876667833,left-lat
sub7,SPM_images/sub7.png,SPM_files/sub7_spmT.nii,SPM_files/sub7_con.nii,FS_images/sub7.png,FS_files/sub7/lh_sig.nii.gz,FS_files/sub7/rh_sig.nii.gz,1.101305167,0.386186333,547,14,1.1226005,-0.394619833,0.950089127,1.517220333,left-lat
sub8,SPM_images/sub8.png,SPM_files/sub8_spmT.nii,SPM_files/sub8_con.nii,FS_images/sub8.png,FS_files/sub8/lh_sig.nii.gz,FS_files/sub8/rh_sig.nii.gz,1.165679167,1.009294333,2428,2097,0.994348833,0.753295,0.073149171,0.241053833,left-lat
sub9,SPM_images/sub9.png,SPM_files/sub9_spmT.nii,SPM_files/sub9_con.nii,FS_images/sub9.png,FS_files/sub9/lh_sig.nii.gz,FS_files/sub9/rh_sig.nii.gz,0.843809667,0.305886667,759,79,0.700572333,0.171327833,0.811455847,0.5292445,left-lat
sub10,SPM_images/sub10.png,SPM_files/sub10_spmT.nii,SPM_files/sub10_con.nii,FS_images/sub10.png,FS_files/sub10/lh_sig.nii.gz,FS_files/sub10/rh_sig.nii.gz,0.4855035,0.207080833,644,49,0.452951833,-0.019523667,0.858585859,0.4724755,left-lat
sub11,SPM_images/sub11.png,SPM_files/sub11_spmT.nii,SPM_files/sub11_con.nii,FS_images/sub11.png,FS_files/sub11/lh_sig.nii.gz,FS_files/sub11/rh_sig.nii.gz,1.363971833,0.990011667,2799,1231,1.15772,0.639851167,0.389081886,0.517868833,left-lat
sub12,SPM_images/sub12.png,SPM_files/sub12_spmT.nii,SPM_files/sub12_con.nii,FS_images/sub12.png,FS_files/sub12/lh_sig.nii.gz,FS_files/sub12/rh_sig.nii.gz,0.836898,0.453785,2038,696,0.847711333,0.306025167,0.490855889,0.541686167,left-lat
sub13,SPM_images/sub13.png,SPM_files/sub13_spmT.nii,SPM_files/sub13_con.nii,FS_images/sub13.png,FS_files/sub13/lh_sig.nii.gz,FS_files/sub13/rh_sig.nii.gz,1.071357,0.370723833,1890,153,1.084175333,0.181375833,0.850220264,0.9027995,left-lat
sub14,SPM_images/sub14.png,SPM_files/sub14_spmT.nii,SPM_files/sub14_con.nii,FS_images/sub14.png,FS_files/sub14/lh_sig.nii.gz,FS_files/sub14/rh_sig.nii.gz,0.385355667,0.407055167,1110,539,0.7930045,0.7979025,0.346270467,-0.004898,bi-lat
sub15,SPM_images/sub15.png,SPM_files/sub15_spmT.nii,SPM_files/sub15_con.nii,FS_images/sub15.png,FS_files/sub15/lh_sig.nii.gz,FS_files/sub15/rh_sig.nii.gz,0.386542333,0.232581833,1846,330,0.559768167,0.227221333,0.696691176,0.332546833,left-lat
sub16,SPM_images/sub16.png,SPM_files/sub16_spmT.nii,SPM_files/sub16_con.nii,FS_images/sub16.png,FS_files/sub16/lh_sig.nii.gz,FS_files/sub16/rh_sig.nii.gz,0.773476833,0.19902,2334,636,1.762268167,0.665860833,0.571717172,1.096407333,left-lat
sub17,SPM_images/sub17.png,SPM_files/sub17_spmT.nii,SPM_files/sub17_con.nii,FS_images/sub17.png,FS_files/sub17/lh_sig.nii.gz,FS_files/sub17/rh_sig.nii.gz,0.770500333,0.212574667,1348,558,1.071605,0.393842667,0.414480588,0.677762333,left-lat
sub18,SPM_images/sub18.png,SPM_files/sub18_spmT.nii,SPM_files/sub18_con.nii,FS_images/sub18.png,FS_files/sub18/lh_sig.nii.gz,FS_files/sub18/rh_sig.nii.gz,1.112655667,0.831897,962,324,0.593412333,0.335043833,0.496111975,0.2583685,left-lat
sub19,SPM_images/sub19.png,SPM_files/sub19_spmT.nii,SPM_files/sub19_con.nii,FS_images/sub19.png,FS_files/sub19/lh_sig.nii.gz,FS_files/sub19/rh_sig.nii.gz,0.661986333,0.627129333,1168,232,0.9390695,0.391914667,0.668571429,0.547154833,left-lat
sub20,SPM_images/sub20.png,SPM_files/sub20_spmT.nii,SPM_files/sub20_con.nii,FS_images/sub20.png,FS_files/sub20/lh_sig.nii.gz,FS_files/sub20/rh_sig.nii.gz,0.647286,0.617715167,938,132,0.628225167,0.174374833,0.753271028,0.453850333,left-lat
sub21,SPM_images/sub21.png,SPM_files/sub21_spmT.nii,SPM_files/sub21_con.nii,FS_images/sub21.png,FS_files/sub21/lh_sig.nii.gz,FS_files/sub21/rh_sig.nii.gz,1.227858333,0.411682167,3514,1444,1.956467667,0.757678,0.417507059,1.198789667,left-lat
sub22,SPM_images/sub22.png,SPM_files/sub22_spmT.nii,SPM_files/sub22_con.nii,FS_images/sub22.png,FS_files/sub22/lh_sig.nii.gz,FS_files/sub22/rh_sig.nii.gz,0.740673167,0.482385333,1957,1119,1.297143,0.750387667,0.27243173,0.546755333,left-lat
sub23,SPM_images/sub23.png,SPM_files/sub23_spmT.nii,SPM_files/sub23_con.nii,FS_images/sub23.png,FS_files/sub23/lh_sig.nii.gz,FS_files/sub23/rh_sig.nii.gz,0.601506167,0.341112167,3248,1724,0.940042333,0.437690167,0.306516492,0.502352167,left-lat
sub24,SPM_images/sub24.png,SPM_files/sub24_spmT.nii,SPM_files/sub24_con.nii,FS_images/sub24.png,FS_files/sub24/lh_sig.nii.gz,FS_files/sub24/rh_sig.nii.gz,0.961432667,0.535014,1920,952,0.863342,0.448980667,0.337047354,0.414361333,left-lat
sub25,SPM_images/sub25.png,SPM_files/sub25_spmT.nii,SPM_files/sub25_con.nii,FS_images/sub25.png,FS_files/sub25/lh_sig.nii.gz,FS_files/sub25/rh_sig.nii.gz,0.181893667,-0.0642515,564,94,0.509630833,-0.048262667,0.714285714,0.5578935,left-lat
sub26,SPM_images/sub26.png,SPM_files/sub26_spmT.nii,SPM_files/sub26_con.nii,FS_images/sub26.png,FS_files/sub26/lh_sig.nii.gz,FS_files/sub26/rh_sig.nii.gz,0.209869667,0.294126667,360,35,0.463770167,0.080359333,0.82278481,0.383410833,left-lat
sub27,SPM_images/sub27.png,SPM_files/sub27_spmT.nii,SPM_files/sub27_con.nii,FS_images/sub27.png,FS_files/sub27/lh_sig.nii.gz,FS_files/sub27/rh_sig.nii.gz,0.688823333,0.2913755,952,178,1.107428833,0.247152167,0.684955752,0.860276667,left-lat
sub28,SPM_images/sub28.png,SPM_files/sub28_spmT.nii,SPM_files/sub28_con.nii,FS_images/sub28.png,FS_files/sub28/lh_sig.nii.gz,FS_files/sub28/rh_sig.nii.gz,0.673492167,0.246276667,1038,296,1.1300695,0.514741833,0.556221889,0.615327667,left-lat
sub29,SPM_images/sub29.png,SPM_files/sub29_spmT.nii,SPM_files/sub29_con.nii,FS_images/sub29.png,FS_files/sub29/lh_sig.nii.gz,FS_files/sub29/rh_sig.nii.gz,0.483615333,0.184071167,269,46,0.511198333,0.214008833,0.707936508,0.2971895,left-lat
sub30,SPM_images/sub30.png,SPM_files/sub30_spmT.nii,SPM_files/sub30_con.nii,FS_images/sub30.png,FS_files/sub30/lh_sig.nii.gz,FS_files/sub30/rh_sig.nii.gz,1.045590667,0.578517,1728,238,1.557559167,0.5163145,0.757884028,1.041244667,left-lat
sub31,SPM_images/sub31.png,SPM_files/sub31_spmT.nii,SPM_files/sub31_con.nii,FS_images/sub31.png,FS_files/sub31/lh_sig.nii.gz,FS_files/sub31/rh_sig.nii.gz,0.491500167,0.302080833,159,13,0.228805667,-0.067915,0.848837209,0.296720667,left-lat
sub32,SPM_images/sub32.png,SPM_files/sub32_spmT.nii,SPM_files/sub32_con.nii,FS_images/sub32.png,FS_files/sub32/lh_sig.nii.gz,FS_files/sub32/rh_sig.nii.gz,0.551361167,0.472240167,1263,328,0.962251167,0.367944667,0.587680704,0.5943065,left-lat
sub33,SPM_images/sub33.png,SPM_files/sub33_spmT.nii,SPM_files/sub33_con.nii,FS_images/sub33.png,FS_files/sub33/lh_sig.nii.gz,FS_files/sub33/rh_sig.nii.gz,0.242913667,0.191117333,153,97,0.2163615,0.2435705,0.224,-0.027209,bi-lat
sub34,SPM_images/sub34.png,SPM_files/sub34_spmT.nii,SPM_files/sub34_con.nii,FS_images/sub34.png,FS_files/sub34/lh_sig.nii.gz,FS_files/sub34/rh_sig.nii.gz,0.988984667,0.503650333,983,75,2.7646655,1.241730167,0.858223062,1.522935333,left-lat
sub35,SPM_images/sub35.png,SPM_files/sub35_spmT.nii,SPM_files/sub35_con.nii,FS_images/sub35.png,FS_files/sub35/lh_sig.nii.gz,FS_files/sub35/rh_sig.nii.gz,0.404669833,0.124315333,25,14,0.415367167,0.083583333,0.282051282,0.331783833,left-lat
sub36,SPM_images/sub36.png,SPM_files/sub36_spmT.nii,SPM_files/sub36_con.nii,FS_images/sub36.png,FS_files/sub36/lh_sig.nii.gz,FS_files/sub36/rh_sig.nii.gz,0.621225167,0.305319,1553,604,0.891175833,0.279856667,0.439962911,0.611319167,left-lat
sub37,SPM_images/sub37.png,SPM_files/sub37_spmT.nii,SPM_files/sub37_con.nii,FS_images/sub37.png,FS_files/sub37/lh_sig.nii.gz,FS_files/sub37/rh_sig.nii.gz,0.485126833,-0.047523667,2540,675,1.232281667,0.218872,0.580093313,1.013409667,left-lat
sub38,SPM_images/sub38.png,SPM_files/sub38_spmT.nii,SPM_files/sub38_con.nii,FS_images/sub38.png,FS_files/sub38/lh_sig.nii.gz,FS_files/sub38/rh_sig.nii.gz,0.735605667,0.6447275,1856,1329,1.2822885,1.005012833,0.165463108,0.277275667,left-lat
sub39,SPM_images/sub39.png,SPM_files/sub39_spmT.nii,SPM_files/sub39_con.nii,FS_images/sub39.png,FS_files/sub39/lh_sig.nii.gz,FS_files/sub39/rh_sig.nii.gz,1.238933667,1.102285667,3497,1787,1.583289333,1.3538405,0.323618471,0.229448833,left-lat
sub40,SPM_images/sub40.png,SPM_files/sub40_spmT.nii,SPM_files/sub40_con.nii,FS_images/sub40.png,FS_files/sub40/lh_sig.nii.gz,FS_files/sub40/rh_sig.nii.gz,0.7073245,0.605670667,823,138,0.617325,0.177925167,0.712799168,0.439399833,left-lat
sub41,SPM_images/sub41.png,SPM_files/sub41_spmT.nii,SPM_files/sub41_con.nii,FS_images/sub41.png,FS_files/sub41/lh_sig.nii.gz,FS_files/sub41/rh_sig.nii.gz,0.739664,0.311064833,1400,227,0.6087955,0.222187667,0.72095882,0.386607833,left-lat
sub42,SPM_images/sub42.png,SPM_files/sub42_spmT.nii,SPM_files/sub42_con.nii,FS_images/sub42.png,FS_files/sub42/lh_sig.nii.gz,FS_files/sub42/rh_sig.nii.gz,0.879139333,0.471170333,2536,593,1.426851833,0.640152167,0.620965165,0.786699667,left-lat
sub43,SPM_images/sub43.png,SPM_files/sub43_spmT.nii,SPM_files/sub43_con.nii,FS_images/sub43.png,FS_files/sub43/lh_sig.nii.gz,FS_files/sub43/rh_sig.nii.gz,0.986161833,0.6008035,2658,1258,1.934135667,1.078291667,0.357507661,0.855844,left-lat
sub44,SPM_images/sub44.png,SPM_files/sub44_spmT.nii,SPM_files/sub44_con.nii,FS_images/sub44.png,FS_files/sub44/lh_sig.nii.gz,FS_files/sub44/rh_sig.nii.gz,0.4454845,0.0240475,933,96,0.326261,0.022798667,0.813411079,0.303462333,left-lat
sub45,SPM_images/sub45.png,SPM_files/sub45_spmT.nii,SPM_files/sub45_con.nii,FS_images/sub45.png,FS_files/sub45/lh_sig.nii.gz,FS_files/sub45/rh_sig.nii.gz,1.019044167,0.611246167,2340,162,1.375627167,0.151465667,0.870503597,1.2241615,left-lat
sub46,SPM_images/sub46.png,SPM_files/sub46_spmT.nii,SPM_files/sub46_con.nii,FS_images/sub46.png,FS_files/sub46/lh_sig.nii.gz,FS_files/sub46/rh_sig.nii.gz,0.967712,0.814086,1748,516,0.8243995,0.376346667,0.544169611,0.448052833,left-lat
sub47,SPM_images/sub47.png,SPM_files/sub47_spmT.nii,SPM_files/sub47_con.nii,FS_images/sub47.png,FS_files/sub47/lh_sig.nii.gz,FS_files/sub47/rh_sig.nii.gz,1.1411985,0.260532333,2582,267,1.366247333,0.369476667,0.812565813,0.996770667,left-lat
sub48,SPM_images/sub48.png,SPM_files/sub48_spmT.nii,SPM_files/sub48_con.nii,FS_images/sub48.png,FS_files/sub48/lh_sig.nii.gz,FS_files/sub48/rh_sig.nii.gz,0.985263833,0.4466075,1788,143,1.025457,0.1327795,0.851890212,0.8926775,left-lat
sub49,SPM_images/sub49.png,SPM_files/sub49_spmT.nii,SPM_files/sub49_con.nii,FS_images/sub49.png,FS_files/sub49/lh_sig.nii.gz,FS_files/sub49/rh_sig.nii.gz,1.505735667,0.729817833,3345,600,2.147194667,0.513229667,0.69581749,1.633965,left-lat
sub50,SPM_images/sub50.png,SPM_files/sub50_spmT.nii,SPM_files/sub50_con.nii,FS_images/sub50.png,FS_files/sub50/lh_sig.nii.gz,FS_files/sub50/rh_sig.nii.gz,1.319606833,0.485820667,3253,228,1.882432667,0.050680833,0.86900316,1.831751833,left-lat
sub51,SPM_images/sub51.png,SPM_files/sub51_spmT.nii,SPM_files/sub51_con.nii,FS_images/sub51.png,FS_files/sub51/lh_sig.nii.gz,FS_files/sub51/rh_sig.nii.gz,0.932925,0.6058155,2024,675,1.362433667,0.628576167,0.499814746,0.7338575,left-lat
sub52,SPM_images/sub52.png,SPM_files/sub52_spmT.nii,SPM_files/sub52_con.nii,FS_images/sub52.png,FS_files/sub52/lh_sig.nii.gz,FS_files/sub52/rh_sig.nii.gz,1.095064667,0.472387667,1831,336,1.064722833,0.306637333,0.689893862,0.7580855,left-lat
sub53,SPM_images/sub53.png,SPM_files/sub53_spmT.nii,SPM_files/sub53_con.nii,FS_images/sub53.png,FS_files/sub53/lh_sig.nii.gz,FS_files/sub53/rh_sig.nii.gz,0.977854833,0.283411,2615,730,1.1239025,0.326573167,0.563527653,0.797329333,left-lat
sub54,SPM_images/sub54.png,SPM_files/sub54_spmT.nii,SPM_files/sub54_con.nii,FS_images/sub54.png,FS_files/sub54/lh_sig.nii.gz,FS_files/sub54/rh_sig.nii.gz,0.957719833,0.516659333,1880,492,0.838725333,0.248624333,0.585160202,0.590101,left-lat
sub55,SPM_images/sub55.png,SPM_files/sub55_spmT.nii,SPM_files/sub55_con.nii,FS_images/sub55.png,FS_files/sub55/lh_sig.nii.gz,FS_files/sub55/rh_sig.nii.gz,1.136208167,0.5089245,2351,538,1.283951667,0.569992,0.627552786,0.713959667,left-lat
sub56,SPM_images/sub56.png,SPM_files/sub56_spmT.nii,SPM_files/sub56_con.nii,FS_images/sub56.png,FS_files/sub56/lh_sig.nii.gz,FS_files/sub56/rh_sig.nii.gz,1.239055,0.937775833,3669,1018,1.594766167,0.479625167,0.565606998,1.115141,left-lat
sub57,SPM_images/sub57.png,SPM_files/sub57_spmT.nii,SPM_files/sub57_con.nii,FS_images/sub57.png,FS_files/sub57/lh_sig.nii.gz,FS_files/sub57/rh_sig.nii.gz,0.7410555,0.686382833,1057,1115,0.869544833,0.360512,-0.026703499,0.509032833,left-lat
sub58,SPM_images/sub58.png,SPM_files/sub58_spmT.nii,SPM_files/sub58_con.nii,FS_images/sub58.png,FS_files/sub58/lh_sig.nii.gz,FS_files/sub58/rh_sig.nii.gz,0.4265665,0.295935,1272,86,0.604795833,0.151526333,0.873343152,0.4532695,left-lat
sub59,SPM_images/sub59.png,SPM_files/sub59_spmT.nii,SPM_files/sub59_con.nii,FS_images/sub59.png,FS_files/sub59/lh_sig.nii.gz,FS_files/sub59/rh_sig.nii.gz,0.9168935,0.781223833,2388,778,0.916238167,0.818613333,0.508528111,0.097624833,bi-lat
sub60,SPM_images/sub60.png,SPM_files/sub60_spmT.nii,SPM_files/sub60_con.nii,FS_images/sub60.png,FS_files/sub60/lh_sig.nii.gz,FS_files/sub60/rh_sig.nii.gz,0.5087765,0.206459,0,0,-0.438517333,0.197264833,0,-0.635782167,right-lat
sub61,SPM_images/sub61.png,SPM_files/sub61_spmT.nii,SPM_files/sub61_con.nii,FS_images/sub61.png,FS_files/sub61/lh_sig.nii.gz,FS_files/sub61/rh_sig.nii.gz,0.958090167,1.030609,3124,931,1.342614,0.792863,0.54081381,0.549751,left-lat
sub62,SPM_images/sub62.png,SPM_files/sub62_spmT.nii,SPM_files/sub62_con.nii,FS_images/sub62.png,FS_files/sub62/lh_sig.nii.gz,FS_files/sub62/rh_sig.nii.gz,0.765955,0.6543285,1965,1192,0.992586,0.813795333,0.244852708,0.178790667,bi-lat
sub63,SPM_images/sub63.png,SPM_files/sub63_spmT.nii,SPM_files/sub63_con.nii,FS_images/sub63.png,FS_files/sub63/lh_sig.nii.gz,FS_files/sub63/rh_sig.nii.gz,1.516259167,0.713235333,2704,839,1.265764333,0.609294,0.526390065,0.656470333,left-lat
sub64,SPM_images/sub64.png,SPM_files/sub64_spmT.nii,SPM_files/sub64_con.nii,FS_images/sub64.png,FS_files/sub64/lh_sig.nii.gz,FS_files/sub64/rh_sig.nii.gz,0.905653,0.4303905,1464,458,0.884634333,0.3792025,0.523413111,0.505431833,left-lat
sub65,SPM_images/sub65.png,SPM_files/sub65_spmT.nii,SPM_files/sub65_con.nii,FS_images/sub65.png,FS_files/sub65/lh_sig.nii.gz,FS_files/sub65/rh_sig.nii.gz,1.035012167,0.814081833,2182,928,1.199335167,0.467790667,0.403215434,0.7315445,left-lat
sub66,SPM_images/sub66.png,SPM_files/sub66_spmT.nii,SPM_files/sub66_con.nii,FS_images/sub66.png,FS_files/sub66/lh_sig.nii.gz,FS_files/sub66/rh_sig.nii.gz,1.0667295,0.655934,3040,771,1.492797667,0.6393525,0.59538179,0.853445167,left-lat
sub67,SPM_images/sub67.png,SPM_files/sub67_spmT.nii,SPM_files/sub67_con.nii,FS_images/sub67.png,FS_files/sub67/lh_sig.nii.gz,FS_files/sub67/rh_sig.nii.gz,0.497468667,0.016941167,1177,56,0.632558167,0.181149167,0.909164639,0.451409,left-lat
sub68,SPM_images/sub68.png,SPM_files/sub68_spmT.nii,SPM_files/sub68_con.nii,FS_images/sub68.png,FS_files/sub68/lh_sig.nii.gz,FS_files/sub68/rh_sig.nii.gz,1.325294833,1.281903833,2170,893,0.891593,0.575723667,0.416911525,0.315869333,left-lat
sub69,SPM_images/sub69.png,SPM_files/sub69_spmT.nii,SPM_files/sub69_con.nii,FS_images/sub69.png,FS_files/sub69/lh_sig.nii.gz,FS_files/sub69/rh_sig.nii.gz,0.844401333,0.829885667,359,69,0.386179833,0.055337167,0.677570093,0.330842667,left-lat
sub70,SPM_images/sub70.png,SPM_files/sub70_spmT.nii,SPM_files/sub70_con.nii,FS_images/sub70.png,FS_files/sub70/lh_sig.nii.gz,FS_files/sub70/rh_sig.nii.gz,0.984265333,0.5696105,1786,108,1.257290833,0.429738667,0.885955649,0.827552167,left-lat
sub71,SPM_images/sub71.png,SPM_files/sub71_spmT.nii,SPM_files/sub71_con.nii,FS_images/sub71.png,FS_files/sub71/lh_sig.nii.gz,FS_files/sub71/rh_sig.nii.gz,1.040521333,0.742188833,1704,218,0.717118833,0.0244535,0.773152966,0.692665333,left-lat
sub72,SPM_images/sub72.png,SPM_files/sub72_spmT.nii,SPM_files/sub72_con.nii,FS_images/sub72.png,FS_files/sub72/lh_sig.nii.gz,FS_files/sub72/rh_sig.nii.gz,1.595057333,1.398132333,3920,3265,1.782390333,1.5345205,0.091162143,0.247869833,left-lat
sub73,SPM_images/sub73.png,SPM_files/sub73_spmT.nii,SPM_files/sub73_con.nii,FS_images/sub73.png,FS_files/sub73/lh_sig.nii.gz,FS_files/sub73/rh_sig.nii.gz,0.569156667,0.3852105,941,280,0.740738833,0.298854,0.541359541,0.441884833,left-lat
sub74,SPM_images/sub74.png,SPM_files/sub74_spmT.nii,SPM_files/sub74_con.nii,FS_images/sub74.png,FS_files/sub74/lh_sig.nii.gz,FS_files/sub74/rh_sig.nii.gz,0.711713,0.8847225,1021,315,0.724744,0.2438205,0.528443114,0.4809235,left-lat
sub75,SPM_images/sub75.png,SPM_files/sub75_spmT.nii,SPM_files/sub75_con.nii,FS_images/sub75.png,FS_files/sub75/lh_sig.nii.gz,FS_files/sub75/rh_sig.nii.gz,1.426536833,0.480602667,3551,1910,2.364876667,1.0840955,0.300494415,1.280781167,left-lat
sub76,SPM_images/sub76.png,SPM_files/sub76_spmT.nii,SPM_files/sub76_con.nii,FS_images/sub76.png,FS_files/sub76/lh_sig.nii.gz,FS_files/sub76/rh_sig.nii.gz,1.1269665,0.421024833,3862,2683,2.3703495,1.459014667,0.18013751,0.911334833,left-lat
sub77,SPM_images/sub77.png,SPM_files/sub77_spmT.nii,SPM_files/sub77_con.nii,FS_images/sub77.png,FS_files/sub77/lh_sig.nii.gz,FS_files/sub77/rh_sig.nii.gz,1.4205315,0.933738333,2761,677,1.4768165,0.574617333,0.606166376,0.902199167,left-lat
sub78,SPM_images/sub78.png,SPM_files/sub78_spmT.nii,SPM_files/sub78_con.nii,FS_images/sub78.png,FS_files/sub78/lh_sig.nii.gz,FS_files/sub78/rh_sig.nii.gz,0.995720833,0.300883333,1643,38,1.0918,-0.076786167,0.954788816,1.168586167,left-lat
sub79,SPM_images/sub79.png,SPM_files/sub79_spmT.nii,SPM_files/sub79_con.nii,FS_images/sub79.png,FS_files/sub79/lh_sig.nii.gz,FS_files/sub79/rh_sig.nii.gz,0.717009333,0.307251333,1597,1727,0.983305833,0.627637167,-0.039109507,0.355668667,left-lat
sub80,SPM_images/sub80.png,SPM_files/sub80_spmT.nii,SPM_files/sub80_con.nii,FS_images/sub80.png,FS_files/sub80/lh_sig.nii.gz,FS_files/sub80/rh_sig.nii.gz,0.601997833,0.553315333,634,13,0.5525295,0.095337333,0.959814529,0.457192167,left-lat
sub81,SPM_images/sub81.png,SPM_files/sub81_spmT.nii,SPM_files/sub81_con.nii,FS_images/sub81.png,FS_files/sub81/lh_sig.nii.gz,FS_files/sub81/rh_sig.nii.gz,0.837439667,0.583599,1555,723,1.092794833,0.611425333,0.36523266,0.4813695,left-lat
sub82,SPM_images/sub82.png,SPM_files/sub82_spmT.nii,SPM_files/sub82_con.nii,FS_images/sub82.png,FS_files/sub82/lh_sig.nii.gz,FS_files/sub82/rh_sig.nii.gz,0.709874333,0.143962667,2310,537,0.972531167,0.346442833,0.622760801,0.626088333,left-lat
sub83,SPM_images/sub83.png,SPM_files/sub83_spmT.nii,SPM_files/sub83_con.nii,FS_images/sub83.png,FS_files/sub83/lh_sig.nii.gz,FS_files/sub83/rh_sig.nii.gz,1.2664915,0.664838667,2691,1875,1.5265515,1.249299,0.178712221,0.2772525,left-lat
sub84,SPM_images/sub84.png,SPM_files/sub84_spmT.nii,SPM_files/sub84_con.nii,FS_images/sub84.png,FS_files/sub84/lh_sig.nii.gz,FS_files/sub84/rh_sig.nii.gz,1.2421475,1.433621167,2201,2480,1.022467667,1.677488167,-0.059602649,-0.6550205,right-lat
sub85,SPM_images/sub85.png,SPM_files/sub85_spmT.nii,SPM_files/sub85_con.nii,FS_images/sub85.png,FS_files/sub85/lh_sig.nii.gz,FS_files/sub85/rh_sig.nii.gz,1.475108667,1.274949667,3336,1405,1.423518333,1.003770167,0.407298038,0.419748167,left-lat
sub86,SPM_images/sub86.png,SPM_files/sub86_spmT.nii,SPM_files/sub86_con.nii,FS_images/sub86.png,FS_files/sub86/lh_sig.nii.gz,FS_files/sub86/rh_sig.nii.gz,0.786159167,0.340782667,2220,347,0.695054333,0.112504,0.729645501,0.582550333,left-lat
sub87,SPM_images/sub87.png,SPM_files/sub87_spmT.nii,SPM_files/sub87_con.nii,FS_images/sub87.png,FS_files/sub87/lh_sig.nii.gz,FS_files/sub87/rh_sig.nii.gz,1.308452833,0.911291833,3670,1823,1.528922,0.76011,0.336246131,0.768812,left-lat
sub88,SPM_images/sub88.png,SPM_files/sub88_spmT.nii,SPM_files/sub88_con.nii,FS_images/sub88.png,FS_files/sub88/lh_sig.nii.gz,FS_files/sub88/rh_sig.nii.gz,-0.533629833,-0.5930475,95,4,0.458726833,0.086107167,0.919191919,0.372619667,left-lat
sub89,SPM_images/sub89.png,SPM_files/sub89_spmT.nii,SPM_files/sub89_con.nii,FS_images/sub89.png,FS_files/sub89/lh_sig.nii.gz,FS_files/sub89/rh_sig.nii.gz,1.390608333,0.439327,3434,1371,1.524611667,0.601525667,0.429344433,0.923086,left-lat
sub90,SPM_images/sub90.png,SPM_files/sub90_spmT.nii,SPM_files/sub90_con.nii,FS_images/sub90.png,FS_files/sub90/lh_sig.nii.gz,FS_files/sub90/rh_sig.nii.gz,0.838397167,0.508296833,1138,1451,0.580614,0.406273167,-0.120896099,0.174340833,bi-lat
sub91,SPM_images/sub91.png,SPM_files/sub91_spmT.nii,SPM_files/sub91_con.nii,FS_images/sub91.png,FS_files/sub91/lh_sig.nii.gz,FS_files/sub91/rh_sig.nii.gz,0.978622333,0.515456,1917,731,1.602446833,0.764786167,0.447885196,0.837660667,left-lat
sub92,SPM_images/sub92.png,SPM_files/sub92_spmT.nii,SPM_files/sub92_con.nii,FS_images/sub92.png,FS_files/sub92/lh_sig.nii.gz,FS_files/sub92/rh_sig.nii.gz,0.839916667,0.177559667,2032,118,1.032895333,0.1987965,0.890232558,0.834098833,left-lat
sub93,SPM_images/sub93.png,SPM_files/sub93_spmT.nii,SPM_files/sub93_con.nii,FS_images/sub93.png,FS_files/sub93/lh_sig.nii.gz,FS_files/sub93/rh_sig.nii.gz,1.2533585,0.623745333,3137,1272,2.463756167,1.212487167,0.422998412,1.251269,left-lat
sub94,SPM_images/sub94.png,SPM_files/sub94_spmT.nii,SPM_files/sub94_con.nii,FS_images/sub94.png,FS_files/sub94/lh_sig.nii.gz,FS_files/sub94/rh_sig.nii.gz,0.692308667,0.340947167,1059,198,0.678996167,0.188530667,0.6849642,0.4904655,left-lat
